2.357800e+05,2.462900e+01,2.406800e+01,5.439635e+01
2.357801e+05,2.461437e+01,2.407997e+01,5.430544e+01
2.357802e+05,2.458709e+01,2.410298e+01,5.426937e+01
2.357803e+05,2.467709e+01,2.414369e+01,5.418751e+01
2.357804e+05,2.466453e+01,2.411597e+01,5.420629e+01
2.357805e+05,2.463979e+01,2.409853e+01,5.417026e+01
2.357806e+05,2.460684e+01,2.408070e+01,5.407931e+01
2.357807e+05,2.460751e+01,2.406825e+01,5.397938e+01
2.357808e+05,2.463539e+01,2.408639e+01,5.394332e+01
2.357809e+05,2.466933e+01,2.412692e+01,5.386145e+01
2.357810e+05,2.460682e+01,2.416412e+01,5.382537e+01
2.357811e+05,2.454473e+01,2.419365e+01,5.386223e+01
2.357812e+05,2.455297e+01,2.418091e+01,5.384422e+01
2.357813e+05,2.458699e+01,2.414723e+01,5.377129e+01
2.357814e+05,2.461325e+01,2.412592e+01,5.368038e+01
2.357815e+05,2.459738e+01,2.411109e+01,5.365333e+01
2.357816e+05,2.457503e+01,2.411340e+01,5.358051e+01
2.357817e+05,2.455684e+01,2.412390e+01,5.355344e+01
2.357818e+05,2.454488e+01,2.413169e+01,5.346261e+01
2.357819e+05,2.454135e+01,2.413870e+01,5.349031e+01
2.357820e+05,2.454100e+01,2.415081e+01,5.339943e+01
2.357821e+05,2.455362e+01,2.416669e+01,5.338139e+01
2.357822e+05,2.453209e+01,2.416295e+01,5.335433e+01
2.357823e+05,2.451716e+01,2.414047e+01,5.321783e+01
2.357824e+05,2.453612e+01,2.413039e+01,5.319976e+01
2.357825e+05,2.455520e+01,2.412571e+01,5.317267e+01
2.357826e+05,2.451781e+01,2.413314e+01,5.320033e+01
2.357827e+05,2.448380e+01,2.416965e+01,5.319131e+01
2.357828e+05,2.450616e+01,2.417454e+01,5.311850e+01
2.357829e+05,2.451505e+01,2.414955e+01,5.305480e+01
2.357830e+05,2.452012e+01,2.413529e+01,5.303674e+01
2.357831e+05,2.451657e+01,2.412846e+01,5.301868e+01
2.357832e+05,2.450924e+01,2.412782e+01,5.293696e+01
2.357833e+05,2.452376e+01,2.413404e+01,5.291888e+01
2.357834e+05,2.452458e+01,2.413753e+01,5.290081e+01
2.357835e+05,2.447258e+01,2.413871e+01,5.281913e+01
2.357836e+05,2.445693e+01,2.413812e+01,5.283759e+01
2.357837e+05,2.441643e+01,2.412849e+01,5.275585e+01
2.357838e+05,2.441534e+01,2.412404e+01,5.273778e+01
2.357839e+05,2.445458e+01,2.412467e+01,5.271972e+01
2.357840e+05,2.442533e+01,2.412419e+01,5.262897e+01
2.357841e+05,2.437952e+01,2.410887e+01,5.261090e+01
2.357842e+05,2.444659e+01,2.410191e+01,5.259282e+01
2.357843e+05,2.443512e+01,2.413518e+01,5.250210e+01
2.357844e+05,2.441600e+01,2.415154e+01,5.253862e+01
2.357845e+05,2.441611e+01,2.414165e+01,5.250251e+01
2.357846e+05,2.441757e+01,2.413960e+01,5.242979e+01
2.357847e+05,2.436712e+01,2.413417e+01,5.241173e+01
2.357848e+05,2.442987e+01,2.414361e+01,5.238463e+01
2.357849e+05,2.439955e+01,2.410501e+01,5.237560e+01
2.357850e+05,2.434756e+01,2.410699e+01,5.234851e+01
2.357851e+05,2.432000e+01,2.409900e+01,5.233045e+01
2.357852e+05,2.436174e+01,2.412775e+01,5.230338e+01
2.357853e+05,2.440590e+01,2.413708e+01,5.228533e+01
2.357854e+05,2.435155e+01,2.414099e+01,5.226729e+01
2.357855e+05,2.440897e+01,2.413663e+01,5.218548e+01
2.357856e+05,2.437242e+01,2.412615e+01,5.222219e+01
2.357857e+05,2.434328e+01,2.410363e+01,5.221318e+01
2.357858e+05,2.431919e+01,2.408149e+01,5.214036e+01
2.357859e+05,2.430726e+01,2.410323e+01,5.212231e+01
2.357860e+05,2.431853e+01,2.413772e+01,5.210427e+01
2.357861e+05,2.432786e+01,2.413536e+01,5.204052e+01
2.357862e+05,2.434806e+01,2.412533e+01,5.207721e+01
2.357863e+05,2.433508e+01,2.410979e+01,5.206820e+01
2.357864e+05,2.430694e+01,2.409308e+01,5.205016e+01
2.357865e+05,2.437412e+01,2.410607e+01,5.197734e+01
2.357866e+05,2.432833e+01,2.413625e+01,5.195929e+01
2.357867e+05,2.430831e+01,2.412347e+01,5.199609e+01
2.357868e+05,2.433022e+01,2.408622e+01,5.192321e+01
2.357869e+05,2.432101e+01,2.409259e+01,5.189616e+01
2.357870e+05,2.427529e+01,2.412108e+01,5.193303e+01
2.357871e+05,2.426938e+01,2.411727e+01,5.186010e+01
2.357872e+05,2.427997e+01,2.409384e+01,5.185109e+01
2.357873e+05,2.429287e+01,2.409668e+01,5.184208e+01
2.357874e+05,2.430148e+01,2.411959e+01,5.187902e+01
2.357875e+05,2.429114e+01,2.411950e+01,5.187002e+01
2.357876e+05,2.427489e+01,2.410192e+01,5.178803e+01
2.357877e+05,2.426098e+01,2.409885e+01,5.178803e+01
2.357878e+05,2.422474e+01,2.410418e+01,5.177002e+01
2.357879e+05,2.421600e+01,2.411347e+01,5.177003e+01
2.357880e+05,2.422257e+01,2.413054e+01,5.165131e+01
2.357881e+05,2.425953e+01,2.413352e+01,5.169710e+01
2.357882e+05,2.424520e+01,2.412405e+01,5.169710e+01
2.357883e+05,2.419242e+01,2.411911e+01,5.169711e+01
2.357884e+05,2.418955e+01,2.411738e+01,5.168810e+01
2.357885e+05,2.418822e+01,2.412196e+01,5.167909e+01
2.357886e+05,2.419273e+01,2.416575e+01,5.167008e+01
2.357887e+05,2.422024e+01,2.418202e+01,5.170703e+01
2.357888e+05,2.422575e+01,2.415743e+01,5.169803e+01
2.357889e+05,2.420702e+01,2.413280e+01,5.169804e+01
2.357890e+05,2.420737e+01,2.411231e+01,5.168004e+01
2.357891e+05,2.420783e+01,2.410678e+01,5.168005e+01
2.357892e+05,2.420610e+01,2.414048e+01,5.172617e+01
2.357893e+05,2.418286e+01,2.415921e+01,5.166206e+01
2.357894e+05,2.417477e+01,2.413780e+01,5.165307e+01
2.357895e+05,2.416659e+01,2.412484e+01,5.163508e+01
2.357896e+05,2.415598e+01,2.416045e+01,5.163508e+01
2.357897e+05,2.413799e+01,2.418527e+01,5.168126e+01
2.357898e+05,2.409518e+01,2.412789e+01,5.167228e+01
2.357899e+05,2.412101e+01,2.408204e+01,5.166331e+01
2.357900e+05,2.416398e+01,2.409193e+01,5.165433e+01
2.357901e+05,2.418597e+01,2.410725e+01,5.165433e+01
2.357902e+05,2.416000e+01,2.411900e+01,5.165433e+01
2.357903e+05,2.415224e+01,2.413267e+01,5.159015e+01
2.357904e+05,2.412311e+01,2.415946e+01,5.164536e+01
2.357905e+05,2.415567e+01,2.417991e+01,5.163638e+01
2.357906e+05,2.415504e+01,2.416985e+01,5.163639e+01
2.357907e+05,2.415176e+01,2.415716e+01,5.163639e+01
2.357908e+05,2.414589e+01,2.416934e+01,5.159916e+01
2.357909e+05,2.411113e+01,2.423006e+01,5.161714e+01
2.357910e+05,2.409287e+01,2.429998e+01,5.169029e+01
2.357911e+05,2.408245e+01,2.428365e+01,5.164413e+01
2.357912e+05,2.408401e+01,2.430506e+01,5.165313e+01
2.357913e+05,2.410664e+01,2.434490e+01,5.173524e+01
2.357914e+05,2.412392e+01,2.433582e+01,5.173524e+01
2.357915e+05,2.412013e+01,2.433848e+01,5.177120e+01
2.357916e+05,2.409046e+01,2.435175e+01,5.174314e+01
2.357917e+05,2.407468e+01,2.436222e+01,5.176115e+01
2.357918e+05,2.406634e+01,2.434900e+01,5.177917e+01
2.357919e+05,2.406229e+01,2.429567e+01,5.180620e+01
2.357920e+05,2.406271e+01,2.423158e+01,5.182422e+01
2.357921e+05,2.406659e+01,2.418837e+01,5.184225e+01
2.357922e+05,2.410000e+01,2.423410e+01,5.192421e+01
2.357923e+05,2.410789e+01,2.424039e+01,5.194223e+01
2.357924e+05,2.406520e+01,2.417723e+01,5.195124e+01
2.357925e+05,2.409104e+01,2.418836e+01,5.196926e+01
2.357926e+05,2.412555e+01,2.419282e+01,5.197827e+01
2.357927e+05,2.411365e+01,2.415134e+01,5.199630e+01
2.357928e+05,2.410359e+01,2.410194e+01,5.194147e+01
